,profile
2048,3.8264
2049,3.8264
2050,3.8264
2051,3.8264
2052,3.8264
2053,3.8264
2054,3.8264
2055,3.8264
2056,3.8264
2057,3.8264
2058,3.8264
2059,3.8264
2060,3.8264
2061,3.8264
2062,3.8264
2063,3.8264
2064,3.8264
2065,3.8264
2066,3.8264
2067,3.8264
2068,3.8264
2069,3.8264
2070,3.8264
2071,3.8264
2072,3.8264
2073,3.8264
2074,3.8264
2075,3.8264
2076,3.8264
2077,3.8264
2078,3.8264
2079,3.8264
2080,3.8264
2081,3.8264
2082,3.8264
2083,3.8264
2084,3.8264
2085,3.8264
2086,3.8264
2087,3.8264
2088,3.8264
2089,3.8264
2090,3.8264
2091,3.8264
2092,3.8264
2093,3.8264
2094,3.8264
2095,3.8264
2096,3.8264
2097,3.8264
2098,3.8264
2099,3.8264
2100,3.8264
2101,3.8264
2102,3.8264
2103,3.8264
2104,3.8264
2105,3.8264
2106,3.8264
2107,3.8264
2108,3.8264
2109,3.8264
2110,3.8264
2111,3.8264
2112,3.8264
2113,3.8264
2114,3.8264
2115,3.8264
2116,3.8264
2117,3.8264
2118,3.8264
2119,3.8264
2120,3.8264
2121,3.8264
2122,3.8264
2123,3.8264
2124,3.8264
2125,3.8264
2126,3.8264
2127,3.8264
2128,3.8264
2129,3.8264
2130,3.8264
2131,3.8264
2132,3.8264
2133,3.8264
2134,3.8264
2135,3.8264
2136,3.6627
2137,3.6627
2138,3.6627
2139,3.6627
2140,3.6627
2141,3.6627
2142,3.6627
2143,3.6627
2144,3.6627
2145,3.6627
2146,3.6627
2147,3.6627
2148,3.6627
2149,3.6627
2150,3.6627
2151,3.6627
2152,3.6627
2153,3.6627
2154,3.6627
2155,3.6627
2156,3.6627
2157,3.6627
2158,3.6627
2159,3.6627
2160,3.6627
2161,3.6627
2162,3.6627
2163,3.6627
2164,3.6627
2165,3.6627
2166,3.6627
2167,3.6627
2168,3.6627
2169,3.6627
2170,3.6627
2171,3.6627
2172,3.6627
2173,3.6627
2174,3.6627
2175,3.6627
2176,3.6627
2177,3.6627
2178,3.6627
2179,3.6627
2180,3.6627
2181,3.6627
2182,3.6627
2183,3.6627
2184,3.6627
2185,3.6627
2186,3.6627
2187,3.6627
2188,3.6627
2189,3.6627
2190,3.6627
2191,3.6627
2192,3.6627
2193,3.6627
2194,3.6627
2195,3.6627
2196,3.6627
2197,3.6627
2198,3.6627
2199,3.6627
2200,3.6627
2201,3.6627
2202,3.6627
2203,3.6627
2204,3.6627
2205,3.6627
2206,3.6627
2207,3.6627
2208,3.6627
2209,3.6627
2210,3.6627
2211,3.6627
2212,3.6627
2213,3.6627
2214,3.6627
2215,3.6627
2216,3.6627
2217,3.6627
2218,3.6627
2219,3.6627
2220,3.6627
2221,3.6627
2222,3.6627
2223,3.6627
2224,3.6627
2225,3.6627
2226,3.6627
2227,3.6627
2228,3.6627
2229,3.6627
2230,3.6627
2231,3.6627
2232,3.6627
2233,3.6627
2234,3.6627
2235,3.6627
2236,3.6627
2237,3.6627
2238,3.6627
2239,3.6627
2240,3.6627
2241,3.6627
2242,3.6627
2243,3.6627
2244,3.6627
2245,3.6627
2246,3.6627
2247,3.6627
2248,3.6627
2249,3.6627
2250,3.6627
2251,3.6627
2252,3.6627
2253,3.6627
2254,3.6627
2255,3.6627
2256,3.6627
2257,3.6627
2258,3.6627
2259,3.6627
2260,3.6627
2261,3.6627
2262,3.6627
2263,3.6627
2264,3.6627
2265,3.6627
2266,3.6627
2267,3.6627
2268,3.6627
2269,3.6627
2270,3.6627
2271,3.6627
2272,3.6627
2273,3.6627
2274,3.6627
2275,3.6627
2276,3.6627
2277,3.6627
2278,3.6627
2279,3.6627
2280,3.6627
2281,3.6627
2282,3.6627
2283,3.6627
2284,3.6627
2285,3.6627
2286,3.6627
2287,3.6627
2288,3.6627
2289,3.6627
2290,3.6627
2291,3.6627
2292,3.6627
2293,3.6627
2294,3.6627
2295,3.6627
2296,3.6627
2297,3.6627
2298,3.6627
2299,3.6627
2300,3.6627
2301,3.6627
2302,3.6627
2303,3.6627
2304,3.6627
2305,3.6627
2306,3.6627
2307,3.6627
2308,3.6627
2309,3.6627
2310,3.6627
2311,3.6627
2312,3.6627
2313,3.6627
2314,3.6627
2315,3.6627
2316,3.6627
2317,3.6627
2318,3.6627
2319,3.6627
2320,3.6627
2321,3.6627
2322,3.6627
2323,3.6627
2324,3.6627
2325,3.6627
2326,3.6627
2327,3.6627
2328,3.6627
2329,3.6627
2330,3.6627
2331,3.6627
2332,3.6627
2333,3.6627
2334,3.6627
2335,3.6627
2336,3.6627
2337,3.6627
2338,3.6627
2339,3.6627
2340,3.6627
2341,3.6627
2342,3.6627
2343,3.6627
2344,3.6627
2345,3.6627
2346,3.6627
2347,3.6627
2348,3.6627
2349,3.6627
2350,3.6627
2351,3.6627
2352,3.6627
2353,3.6627
2354,3.6627
2355,3.6627
2356,3.6627
2357,3.6627
2358,3.6627
2359,3.6627
2360,3.6627
2361,3.6627
2362,3.6627
2363,3.6627
2364,3.6627
2365,3.6627
2366,3.6627
2367,3.6627
2368,3.6627
2369,3.6627
2370,3.6627
2371,3.6627
2372,3.6627
2373,3.6627
2374,3.6627
2375,3.6627
2376,3.6627
2377,3.6627
2378,3.6627
2379,3.6627
2380,3.6627
2381,3.6627
2382,3.6627
2383,3.6627
2384,3.6627
2385,3.6627
2386,3.6627
2387,3.6627
2388,3.6627
2389,3.6627
2390,3.6627
2391,3.6627
2392,3.6627
2393,3.6627
2394,3.6627
2395,3.6627
2396,3.6627
2397,3.6627
2398,3.6627
2399,3.6627
2400,3.6627
2401,3.6627
2402,3.6627
2403,3.6627
2404,3.6627
2405,3.6627
2406,3.6627
2407,3.6627
2408,3.6627
2409,3.6627
2410,3.6627
2411,3.6627
2412,3.6627
2413,3.6627
2414,3.6627
2415,3.6627
2416,3.6627
2417,3.6627
2418,3.6627
2419,3.6627
2420,3.6627
2421,3.6627
2422,3.6627
2423,3.6627
2424,3.6627
2425,3.6627
2426,3.6627
2427,3.6627
2428,3.6627
2429,3.6627
2430,3.6627
2431,3.6627
2432,3.6627
2433,3.6627
2434,3.6627
2435,3.6627
2436,3.6627
2437,3.6627
2438,3.6627
2439,3.6627
2440,3.6627
2441,3.6627
2442,3.6627
2443,3.6627
2444,3.6627
2445,3.6627
2446,3.6627
2447,3.6627
2448,3.6627
2449,3.6627
2450,3.6627
2451,3.6627
2452,3.6627
2453,3.6627
2454,3.6627
2455,3.6627
2456,3.6627
2457,3.6627
2458,3.6627
2459,3.6627
2460,3.6627
2461,3.6627
2462,3.6627
2463,3.6627
2464,3.6627
2465,3.6627
2466,3.6627
2467,3.6627
2468,3.6627
2469,3.6627
2470,3.6627
2471,3.6627
2472,3.6627
2473,3.6627
2474,3.6627
2475,3.6627
2476,3.6627
2477,3.6627
2478,3.6627
2479,3.6627
2480,3.6627
2481,3.6627
2482,3.6627
2483,3.6627
2484,3.6627
2485,3.6627
2486,3.6627
2487,3.6627
2488,3.6627
2489,3.6627
2490,3.6627
2491,3.6627
2492,3.6627
2493,3.6627
2494,3.6627
2495,3.6627
2496,3.6627
2497,3.6627
2498,3.6627
2499,3.6627
2500,3.6627
2501,3.6627
2502,3.6627
2503,3.6627
2504,3.6627
2505,3.6627
2506,3.6627
2507,3.6627
2508,3.6627
2509,3.6627
2510,3.6627
2511,3.6627
2512,3.6627
2513,3.6627
2514,3.6627
2515,3.6627
2516,3.6627
2517,3.6627
2518,3.6627
2519,3.6627
2520,3.6627
2521,3.6627
2522,3.6627
2523,3.6627
2524,3.6627
2525,3.6627
2526,3.6627
2527,3.6627
2528,3.6627
2529,3.6627
2530,3.6627
2531,3.6627
2532,3.6627
2533,3.6627
2534,3.6627
2535,3.6627
2536,3.6627
2537,3.6627
2538,3.6627
2539,3.6627
2540,3.6627
2541,3.6627
2542,3.6627
2543,3.6627
2544,3.6627
2545,3.6627
2546,3.6627
2547,3.6627
2548,3.6627
2549,3.6627
2550,3.6627
2551,3.6627
2552,3.6627
2553,3.6627
2554,3.6627
2555,3.6627
2556,3.6627
2557,3.6627
2558,3.6627
2559,3.6627
2560,3.6627
2561,3.6627
2562,3.6627
2563,3.6627
2564,3.6627
2565,3.6627
2566,3.6627
2567,3.6627
2568,3.6627
2569,3.6627
2570,3.6627
2571,3.6627
2572,3.6627
2573,3.6627
2574,3.6627
2575,3.6627
2576,3.6627
2577,3.6627
2578,3.6627
2579,3.6627
2580,3.6627
2581,3.6627
2582,3.6627
2583,3.6627
2584,3.6627
2585,3.6627
2586,3.6627
2587,3.6627
2588,3.6627
2589,3.6627
2590,3.6627
2591,3.6627
2592,3.6627
2593,3.6627
2594,3.6627
2595,3.6627
2596,3.6627
2597,3.6627
2598,3.6627
2599,3.6627
2600,3.6627
2601,3.6627
2602,3.6627
2603,3.6627
2604,3.6627
2605,3.6627
2606,3.6627
2607,3.6627
2608,3.6627
2609,3.6627
2610,3.6627
2611,3.6627
2612,3.6627
2613,3.6627
2614,3.6627
2615,3.6627
2616,3.6627
2617,3.6627
2618,3.6627
2619,3.6627
2620,3.6627
2621,3.6627
2622,3.6627
2623,3.6627
2624,3.6627
2625,3.6627
2626,3.6627
2627,3.6627
2628,3.6627
2629,3.6627
2630,3.6627
2631,3.6627
2632,3.6627
2633,3.6627
2634,3.6627
2635,3.6627
2636,3.6627
2637,3.6627
2638,3.6627
2639,3.6627
2640,3.6627
2641,3.6627
2642,3.6627
2643,3.6627
2644,3.6627
2645,3.6627
2646,3.6627
2647,3.6627
2648,3.6627
2649,3.6627
2650,3.6627
2651,3.6627
2652,3.6627
2653,3.6627
2654,3.6627
2655,3.6627
2656,3.6627
2657,3.6627
2658,3.6627
2659,3.6627
2660,3.6627
2661,3.6627
2662,3.6627
2663,3.6627
2664,3.6627
2665,3.6627
2666,3.6627
2667,3.6627
2668,3.6627
2669,3.6627
2670,3.6627
2671,3.6627
2672,3.6627
2673,3.6627
2674,3.6627
2675,3.6627
2676,3.6627
2677,3.6627
2678,3.6627
2679,3.6627
2680,3.6627
2681,3.6627
2682,3.6627
2683,3.6627
2684,3.6627
2685,3.6627
2686,3.6627
2687,3.6627
2688,3.6627
2689,3.6627
2690,3.6627
2691,3.6627
2692,3.6627
2693,3.6627
2694,3.6627
2695,3.6627
2696,3.6627
2697,3.6627
2698,3.6627
2699,3.6627
2700,3.6627
2701,3.6627
2702,3.6627
2703,3.6627
2704,3.6627
2705,3.6627
2706,3.6627
2707,3.6627
2708,3.6627
2709,3.6627
2710,3.6627
2711,3.6627
2712,3.6627
2713,3.6627
2714,3.6627
2715,3.6627
2716,3.6627
2717,3.6627
2718,3.6627
2719,3.6627
2720,3.6627
2721,3.6627
2722,3.6627
2723,3.6627
2724,3.6627
2725,3.6627
2726,3.6627
2727,3.6627
2728,3.6627
2729,3.6627
2730,3.6627
2731,3.6627
2732,3.6627
2733,3.6627
2734,3.6627
2735,3.6627
2736,3.6627
2737,3.6627
2738,3.6627
2739,3.6627
2740,3.6627
2741,3.6627
2742,3.6627
2743,3.6627
2744,3.6627
2745,3.6627
2746,3.6627
2747,3.6627
2748,3.6627
2749,3.6627
2750,3.6627
2751,3.6627
2752,3.6627
2753,3.6627
2754,3.6627
2755,3.6627
2756,3.6627
2757,3.6627
2758,3.6627
2759,3.6627
2760,3.6627
2761,3.6627
2762,3.6627
2763,3.6627
2764,3.6627
2765,3.6627
2766,3.6627
2767,3.6627
2768,3.6627
2769,3.6627
2770,3.6627
2771,3.6627
2772,3.6627
2773,3.6627
2774,3.6627
2775,3.6627
2776,3.6627
2777,3.6627
2778,3.6627
2779,3.6627
2780,3.6627
2781,3.6627
2782,3.6627
2783,3.6627
2784,3.6627
2785,3.6627
2786,3.6627
2787,3.6627
2788,3.6627
2789,3.6627
2790,3.6627
2791,3.6627
2792,3.6627
2793,3.6627
2794,3.6627
2795,3.6627
2796,3.6627
2797,3.6627
2798,3.6627
2799,3.6627
2800,3.6627
2801,3.6627
2802,3.6627
2803,3.6627
2804,3.6627
2805,3.6627
2806,3.6627
2807,3.6627
2808,3.6627
2809,3.6627
2810,3.6627
2811,3.6627
2812,3.6627
2813,3.6627
2814,3.6627
2815,3.6627
2816,3.6627
2817,3.6627
2818,3.6627
2819,3.6627
2820,3.6627
2821,3.6627
2822,3.6627
2823,3.6627
2824,3.6627
2825,3.6627
2826,3.6627
2827,3.6627
2828,3.6627
2829,3.6627
2830,3.6627
2831,3.6627
2832,3.6627
2833,3.6627
2834,3.6627
2835,3.6627
2836,3.6627
2837,3.6627
2838,3.6627
2839,3.6627
2840,3.6627
2841,3.6627
2842,3.6627
2843,3.6627
2844,3.6627
2845,3.6627
2846,3.6627
2847,3.6627
2848,3.6627
2849,3.6627
2850,3.6627
2851,3.6627
2852,3.6627
2853,3.6627
2854,3.6627
2855,3.6627
2856,3.5779
2857,3.5779
2858,3.5779
2859,3.5779
2860,3.5779
2861,3.5779
2862,3.5779
2863,3.5779
2864,3.5779
2865,3.5779
2866,3.5779
2867,3.5779
2868,3.5779
2869,3.5779
2870,3.5779
2871,3.5779
2872,3.5779
2873,3.5779
2874,3.5779
2875,3.5779
2876,3.5779
2877,3.5779
2878,3.5779
2879,3.5779
2880,3.5779
2881,3.5779
2882,3.5779
2883,3.5779
2884,3.5779
2885,3.5779
2886,3.5779
2887,3.5779
2888,3.5779
2889,3.5779
2890,3.5779
2891,3.5779
2892,3.5779
2893,3.5779
2894,3.5779
2895,3.5779
2896,3.5779
2897,3.5779
2898,3.5779
2899,3.5779
2900,3.5779
2901,3.5779
2902,3.5779
2903,3.5779
2904,3.5779
2905,3.5779
2906,3.5779
2907,3.5779
2908,3.5779
2909,3.5779
2910,3.5779
2911,3.5779
2912,3.5779
2913,3.5779
2914,3.5779
2915,3.5779
2916,3.5779
2917,3.5779
2918,3.5779
2919,3.5779
2920,3.5779
2921,3.5779
2922,3.5779
2923,3.5779
2924,3.5779
2925,3.5779
2926,3.5779
2927,3.5779
2928,3.5779
2929,3.5779
2930,3.5779
2931,3.5779
2932,3.5779
2933,3.5779
2934,3.5779
2935,3.5779
2936,3.5779
2937,3.5779
2938,3.5779
2939,3.5779
2940,3.5779
2941,3.5779
2942,3.5779
2943,3.5779
2944,3.5779
2945,3.5779
2946,3.5779
2947,3.5779
2948,3.5779
2949,3.5779
2950,3.5779
2951,3.5779
2952,3.5779
2953,3.5779
2954,3.5779
2955,3.5779
2956,3.5779
2957,3.5779
2958,3.5779
2959,3.5779
2960,3.5779
2961,3.5779
2962,3.5779
2963,3.5779
2964,3.5779
2965,3.5779
2966,3.5779
2967,3.5779
2968,3.5779
2969,3.5779
2970,3.5779
2971,3.5779
2972,3.5779
2973,3.5779
2974,3.5779
2975,3.5779
2976,3.5779
2977,3.5779
2978,3.5779
2979,3.5779
2980,3.5779
2981,3.5779
2982,3.5779
2983,3.5779
2984,3.5779
2985,3.5779
2986,3.5779
2987,3.5779
2988,3.5779
2989,3.5779
2990,3.5779
2991,3.5779
2992,3.5779
2993,3.5779
2994,3.5779
2995,3.5779
2996,3.5779
2997,3.5779
2998,3.5779
2999,3.5779
3000,3.5779
3001,3.5779
3002,3.5779
3003,3.5779
3004,3.5779
3005,3.5779
3006,3.5779
3007,3.5779
3008,3.5779
3009,3.5779
3010,3.5779
3011,3.5779
3012,3.5779
3013,3.5779
3014,3.5779
3015,3.5779
3016,3.5779
3017,3.5779
3018,3.5779
3019,3.5779
3020,3.5779
3021,3.5779
3022,3.5779
3023,3.5779
3024,3.5779
3025,3.5779
3026,3.5779
3027,3.5779
3028,3.5779
3029,3.5779
3030,3.5779
3031,3.5779
3032,3.5779
3033,3.5779
3034,3.5779
3035,3.5779
3036,3.5779
3037,3.5779
3038,3.5779
3039,3.5779
3040,3.5779
3041,3.5779
3042,3.5779
3043,3.5779
3044,3.5779
3045,3.5779
3046,3.5779
3047,3.5779
3048,3.5779
3049,3.5779
3050,3.5779
3051,3.5779
3052,3.5779
3053,3.5779
3054,3.5779
3055,3.5779
3056,3.5779
3057,3.5779
3058,3.5779
3059,3.5779
3060,3.5779
3061,3.5779
3062,3.5779
3063,3.5779
3064,3.5779
3065,3.5779
3066,3.5779
3067,3.5779
3068,3.5779
3069,3.5779
3070,3.5779
3071,3.5779
3072,3.5779
3073,3.5779
3074,3.5779
3075,3.5779
3076,3.5779
3077,3.5779
3078,3.5779
3079,3.5779
3080,3.5779
3081,3.5779
3082,3.5779
3083,3.5779
3084,3.5779
3085,3.5779
3086,3.5779
3087,3.5779
3088,3.5779
3089,3.5779
3090,3.5779
3091,3.5779
3092,3.5779
3093,3.5779
3094,3.5779
3095,3.5779
3096,3.5779
3097,3.5779
3098,3.5779
3099,3.5779
3100,3.5779
3101,3.5779
3102,3.5779
3103,3.5779
3104,3.5779
3105,3.5779
3106,3.5779
3107,3.5779
3108,3.5779
3109,3.5779
3110,3.5779
3111,3.5779
3112,3.5779
3113,3.5779
3114,3.5779
3115,3.5779
3116,3.5779
3117,3.5779
3118,3.5779
3119,3.5779
3120,3.5779
3121,3.5779
3122,3.5779
3123,3.5779
3124,3.5779
3125,3.5779
3126,3.5779
3127,3.5779
3128,3.5779
3129,3.5779
3130,3.5779
3131,3.5779
3132,3.5779
3133,3.5779
3134,3.5779
3135,3.5779
3136,3.5779
3137,3.5779
3138,3.5779
3139,3.5779
3140,3.5779
3141,3.5779
3142,3.5779
3143,3.5779
3144,3.5779
3145,3.5779
3146,3.5779
3147,3.5779
3148,3.5779
3149,3.5779
3150,3.5779
3151,3.5779
3152,3.5779
3153,3.5779
3154,3.5779
3155,3.5779
3156,3.5779
3157,3.5779
3158,3.5779
3159,3.5779
3160,3.5779
3161,3.5779
3162,3.5779
3163,3.5779
3164,3.5779
3165,3.5779
3166,3.5779
3167,3.5779
3168,3.5779
3169,3.5779
3170,3.5779
3171,3.5779
3172,3.5779
3173,3.5779
3174,3.5779
3175,3.5779
3176,3.5779
3177,3.5779
3178,3.5779
3179,3.5779
3180,3.5779
3181,3.5779
3182,3.5779
3183,3.5779
3184,3.5779
3185,3.5779
3186,3.5779
3187,3.5779
3188,3.5779
3189,3.5779
3190,3.5779
3191,3.5779
3192,3.5779
3193,3.5779
3194,3.5779
3195,3.5779
3196,3.5779
3197,3.5779
3198,3.5779
3199,3.5779
3200,3.5779
3201,3.5779
3202,3.5779
3203,3.5779
3204,3.5779
3205,3.5779
3206,3.5779
3207,3.5779
3208,3.5779
3209,3.5779
3210,3.5779
3211,3.5779
3212,3.5779
3213,3.5779
3214,3.5779
3215,3.5779
3216,3.5779
3217,3.5779
3218,3.5779
3219,3.5779
3220,3.5779
3221,3.5779
3222,3.5779
3223,3.5779
3224,3.5779
3225,3.5779
3226,3.5779
3227,3.5779
3228,3.5779
3229,3.5779
3230,3.5779
3231,3.5779
3232,3.5779
3233,3.5779
3234,3.5779
3235,3.5779
3236,3.5779
3237,3.5779
3238,3.5779
3239,3.5779
3240,3.5779
3241,3.5779
3242,3.5779
3243,3.5779
3244,3.5779
3245,3.5779
3246,3.5779
3247,3.5779
3248,3.5779
3249,3.5779
3250,3.5779
3251,3.5779
3252,3.5779
3253,3.5779
3254,3.5779
3255,3.5779
3256,3.5779
3257,3.5779
3258,3.5779
3259,3.5779
3260,3.5779
3261,3.5779
3262,3.5779
3263,3.5779
3264,3.5779
3265,3.5779
3266,3.5779
3267,3.5779
3268,3.5779
3269,3.5779
3270,3.5779
3271,3.5779
3272,3.5779
3273,3.5779
3274,3.5779
3275,3.5779
3276,3.5779
3277,3.5779
3278,3.5779
3279,3.5779
3280,3.5779
3281,3.5779
3282,3.5779
3283,3.5779
3284,3.5779
3285,3.5779
3286,3.5779
3287,3.5779
3288,3.5779
3289,3.5779
3290,3.5779
3291,3.5779
3292,3.5779
3293,3.5779
3294,3.5779
3295,3.5779
3296,3.5779
3297,3.5779
3298,3.5779
3299,3.5779
3300,3.5779
3301,3.5779
3302,3.5779
3303,3.5779
3304,3.5779
3305,3.5779
3306,3.5779
3307,3.5779
3308,3.5779
3309,3.5779
3310,3.5779
3311,3.5779
3312,3.5779
3313,3.5779
3314,3.5779
3315,3.5779
3316,3.5779
3317,3.5779
3318,3.5779
3319,3.5779
3320,3.5779
3321,3.5779
3322,3.5779
3323,3.5779
3324,3.5779
3325,3.5779
3326,3.5779
3327,3.5779
3328,3.5779
3329,3.5779
3330,3.5779
3331,3.5779
3332,3.5779
3333,3.5779
3334,3.5779
3335,3.5779
3336,3.5779
3337,3.5779
3338,3.5779
3339,3.5779
3340,3.5779
3341,3.5779
3342,3.5779
3343,3.5779
3344,3.5779
3345,3.5779
3346,3.5779
3347,3.5779
3348,3.5779
3349,3.5779
3350,3.5779
3351,3.5779
3352,3.5779
3353,3.5779
3354,3.5779
3355,3.5779
3356,3.5779
3357,3.5779
3358,3.5779
3359,3.5779
3360,3.5779
3361,3.5779
3362,3.5779
3363,3.5779
3364,3.5779
3365,3.5779
3366,3.5779
3367,3.5779
3368,3.5779
3369,3.5779
3370,3.5779
3371,3.5779
3372,3.5779
3373,3.5779
3374,3.5779
3375,3.5779
3376,3.5779
3377,3.5779
3378,3.5779
3379,3.5779
3380,3.5779
3381,3.5779
3382,3.5779
3383,3.5779
3384,3.5779
3385,3.5779
3386,3.5779
3387,3.5779
3388,3.5779
3389,3.5779
3390,3.5779
3391,3.5779
3392,3.5779
3393,3.5779
3394,3.5779
3395,3.5779
3396,3.5779
3397,3.5779
3398,3.5779
3399,3.5779
3400,3.5779
3401,3.5779
3402,3.5779
3403,3.5779
3404,3.5779
3405,3.5779
3406,3.5779
3407,3.5779
3408,3.5779
3409,3.5779
3410,3.5779
3411,3.5779
3412,3.5779
3413,3.5779
3414,3.5779
3415,3.5779
3416,3.5779
3417,3.5779
3418,3.5779
3419,3.5779
3420,3.5779
3421,3.5779
3422,3.5779
3423,3.5779
3424,3.5779
3425,3.5779
3426,3.5779
3427,3.5779
3428,3.5779
3429,3.5779
3430,3.5779
3431,3.5779
3432,3.5779
3433,3.5779
3434,3.5779
3435,3.5779
3436,3.5779
3437,3.5779
3438,3.5779
3439,3.5779
3440,3.5779
3441,3.5779
3442,3.5779
3443,3.5779
3444,3.5779
3445,3.5779
3446,3.5779
3447,3.5779
3448,3.5779
3449,3.5779
3450,3.5779
3451,3.5779
3452,3.5779
3453,3.5779
3454,3.5779
3455,3.5779
3456,3.5779
3457,3.5779
3458,3.5779
3459,3.5779
3460,3.5779
3461,3.5779
3462,3.5779
3463,3.5779
3464,3.5779
3465,3.5779
3466,3.5779
3467,3.5779
3468,3.5779
3469,3.5779
3470,3.5779
3471,3.5779
3472,3.5779
3473,3.5779
3474,3.5779
3475,3.5779
3476,3.5779
3477,3.5779
3478,3.5779
3479,3.5779
3480,3.5779
3481,3.5779
3482,3.5779
3483,3.5779
3484,3.5779
3485,3.5779
3486,3.5779
3487,3.5779
3488,3.5779
3489,3.5779
3490,3.5779
3491,3.5779
3492,3.5779
3493,3.5779
3494,3.5779
3495,3.5779
3496,3.5779
3497,3.5779
3498,3.5779
3499,3.5779
3500,3.5779
3501,3.5779
3502,3.5779
3503,3.5779
3504,3.5779
3505,3.5779
3506,3.5779
3507,3.5779
3508,3.5779
3509,3.5779
3510,3.5779
3511,3.5779
3512,3.5779
3513,3.5779
3514,3.5779
3515,3.5779
3516,3.5779
3517,3.5779
3518,3.5779
3519,3.5779
3520,3.5779
3521,3.5779
3522,3.5779
3523,3.5779
3524,3.5779
3525,3.5779
3526,3.5779
3527,3.5779
3528,3.5779
3529,3.5779
3530,3.5779
3531,3.5779
3532,3.5779
3533,3.5779
3534,3.5779
3535,3.5779
3536,3.5779
3537,3.5779
3538,3.5779
3539,3.5779
3540,3.5779
3541,3.5779
3542,3.5779
3543,3.5779
3544,3.5779
3545,3.5779
3546,3.5779
3547,3.5779
3548,3.5779
3549,3.5779
3550,3.5779
3551,3.5779
3552,3.5779
3553,3.5779
3554,3.5779
3555,3.5779
3556,3.5779
3557,3.5779
3558,3.5779
3559,3.5779
3560,3.5779
3561,3.5779
3562,3.5779
3563,3.5779
3564,3.5779
3565,3.5779
3566,3.5779
3567,3.5779
3568,3.5779
3569,3.5779
3570,3.5779
3571,3.5779
3572,3.5779
3573,3.5779
3574,3.5779
3575,3.5779
3576,3.5779
3577,3.5779
3578,3.5779
3579,3.5779
3580,3.5779
3581,3.5779
3582,3.5779
3583,3.5779
3584,3.5779
3585,3.5779
3586,3.5779
3587,3.5779
3588,3.5779
3589,3.5779
3590,3.5779
3591,3.5779
3592,3.5779
3593,3.5779
3594,3.5779
3595,3.5779
3596,3.5779
3597,3.5779
3598,3.5779
3599,3.5779
3600,3.4449
3601,3.4449
3602,3.4449
3603,3.4449
3604,3.4449
3605,3.4449
3606,3.4449
3607,3.4449
3608,3.4449
3609,3.4449
3610,3.4449
3611,3.4449
3612,3.4449
3613,3.4449
3614,3.4449
3615,3.4449
3616,3.4449
3617,3.4449
3618,3.4449
3619,3.4449
3620,3.4449
3621,3.4449
3622,3.4449
3623,3.4449
3624,3.4449
3625,3.4449
3626,3.4449
3627,3.4449
3628,3.4449
3629,3.4449
3630,3.4449
3631,3.4449
3632,3.4449
3633,3.4449
3634,3.4449
3635,3.4449
3636,3.4449
3637,3.4449
3638,3.4449
3639,3.4449
3640,3.4449
3641,3.4449
3642,3.4449
3643,3.4449
3644,3.4449
3645,3.4449
3646,3.4449
3647,3.4449
3648,3.4449
3649,3.4449
3650,3.4449
3651,3.4449
3652,3.4449
3653,3.4449
3654,3.4449
3655,3.4449
3656,3.4449
3657,3.4449
3658,3.4449
3659,3.4449
3660,3.4449
3661,3.4449
3662,3.4449
3663,3.4449
3664,3.4449
3665,3.4449
3666,3.4449
3667,3.4449
3668,3.4449
3669,3.4449
3670,3.4449
3671,3.4449
3672,3.4449
3673,3.4449
3674,3.4449
3675,3.4449
3676,3.4449
3677,3.4449
3678,3.4449
3679,3.4449
3680,3.4449
3681,3.4449
3682,3.4449
3683,3.4449
3684,3.4449
3685,3.4449
3686,3.4449
3687,3.4449
3688,3.4449
3689,3.4449
3690,3.4449
3691,3.4449
3692,3.4449
3693,3.4449
3694,3.4449
3695,3.4449
3696,3.4449
3697,3.4449
3698,3.4449
3699,3.4449
3700,3.4449
3701,3.4449
3702,3.4449
3703,3.4449
3704,3.4449
3705,3.4449
3706,3.4449
3707,3.4449
3708,3.4449
3709,3.4449
3710,3.4449
3711,3.4449
3712,3.4449
3713,3.4449
3714,3.4449
3715,3.4449
3716,3.4449
3717,3.4449
3718,3.4449
3719,3.4449
3720,3.4449
3721,3.4449
3722,3.4449
3723,3.4449
3724,3.4449
3725,3.4449
3726,3.4449
3727,3.4449
3728,3.4449
3729,3.4449
3730,3.4449
3731,3.4449
3732,3.4449
3733,3.4449
3734,3.4449
3735,3.4449
3736,3.4449
3737,3.4449
3738,3.4449
3739,3.4449
3740,3.4449
3741,3.4449
3742,3.4449
3743,3.4449
3744,3.4449
3745,3.4449
3746,3.4449
3747,3.4449
3748,3.4449
3749,3.4449
3750,3.4449
3751,3.4449
3752,3.4449
3753,3.4449
3754,3.4449
3755,3.4449
3756,3.4449
3757,3.4449
3758,3.4449
3759,3.4449
3760,3.4449
3761,3.4449
3762,3.4449
3763,3.4449
3764,3.4449
3765,3.4449
3766,3.4449
3767,3.4449
3768,3.4449
3769,3.4449
3770,3.4449
3771,3.4449
3772,3.4449
3773,3.4449
3774,3.4449
3775,3.4449
3776,3.4449
3777,3.4449
3778,3.4449
3779,3.4449
3780,3.4449
3781,3.4449
3782,3.4449
3783,3.4449
3784,3.4449
3785,3.4449
3786,3.4449
3787,3.4449
3788,3.4449
3789,3.4449
3790,3.4449
3791,3.4449
3792,3.4449
3793,3.4449
3794,3.4449
3795,3.4449
3796,3.4449
